DATE,BSRN,ND,KP1,KP2,KP3,KP4,KP5,KP6,KP7,KP8,KP_SUM,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP_AVG,CP,C9,ISN,F10.7_OBS,F10.7_ADJ,F10.7_DATA_TYPE,F10.7_OBS_CENTER81,F10.7_OBS_LAST81,F10.7_ADJ_CENTER81,F10.7_ADJ_LAST81
2008-12-01,2392,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,68.1,66.2,OBS,68.7,68.2,67.0,67.6
2008-12-02,2392,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,68.9,67.0,OBS,68.8,68.3,67.0,67.6
2008-12-03,2392,26,7,7,7,7,10,17,13,20,87,3,3,3,3,4,6,5,7,4,0.1,0,0,69.2,67.2,OBS,68.8,68.3,67.0,67.6
2008-12-04,2392,27,20,33,23,23,27,20,10,10,167,7,18,9,9,12,7,4,4,9,0.5,2,0,69.6,67.6,OBS,68.8,68.3,67.0,67.6
2008-12-05,2393,1,13,17,17,37,20,40,13,37,193,5,6,6,22,7,27,5,22,12,0.7,3,0,68.8,66.8,OBS,68.9,68.4,67.0,67.6
2008-12-06,2393,2,37,43,33,23,23,40,30,20,250,22,32,18,9,9,27,15,7,17,0.9,4,0,69.1,67.1,OBS,68.9,68.3,67.1,67.5
2008-12-07,2393,3,20,23,23,23,23,23,13,7,157,7,9,9,9,9,9,5,3,8,0.4,2,0,69.0,67.0,OBS,69.0,68.4,67.1,67.5
2008-12-08,2393,4,3,13,0,3,3,7,13,3,47,2,5,0,2,2,3,5,2,3,0.0,0,0,68.5,66.4,OBS,69.0,68.4,67.1,67.5
2008-12-09,2393,5,0,0,0,0,3,3,3,3,13,0,0,0,0,2,2,2,2,1,0.0,0,0,68.7,66.7,OBS,69.1,68.4,67.2,67.5
2008-12-10,2393,6,0,0,0,3,10,10,17,13,53,0,0,0,2,4,4,6,5,3,0.0,0,11,70.8,68.7,OBS,69.1,68.4,67.2,67.5
2008-12-11,2393,7,17,13,13,7,13,17,10,7,97,6,5,5,3,5,6,4,3,5,0.2,1,10,70.2,68.0,OBS,69.2,68.5,67.2,67.5
2008-12-12,2393,8,10,3,3,13,10,7,3,7,57,4,2,2,5,4,3,2,3,3,0.1,0,11,71.0,68.8,OBS,69.2,68.5,67.2,67.5
2008-12-13,2393,9,13,7,3,3,3,0,3,0,33,5,3,2,2,2,0,2,0,2,0.0,0,0,69.7,67.5,OBS,69.2,68.5,67.2,67.4
2008-12-14,2393,10,7,0,0,0,3,0,0,0,10,3,0,0,0,2,0,0,0,1,0.0,0,0,68.8,66.6,OBS,69.2,68.5,67.2,67.4
2008-12-15,2393,11,7,13,7,3,0,3,3,10,47,3,5,3,2,0,2,2,4,3,0.0,0,0,68.9,66.7,OBS,69.2,68.5,67.2,67.4
2008-12-16,2393,12,7,13,7,10,17,13,23,27,117,3,5,3,4,6,5,9,12,6,0.3,1,0,69.4,67.2,OBS,69.2,68.5,67.2,67.4
2008-12-17,2393,13,27,23,13,3,17,20,13,7,123,12,9,5,2,6,7,5,3,6,0.3,1,0,68.8,66.6,OBS,69.2,68.5,67.2,67.4
2008-12-18,2393,14,0,3,0,0,3,7,7,7,27,0,2,0,0,2,3,3,3,2,0.0,0,0,68.4,66.2,OBS,69.3,68.6,67.2,67.4
2008-12-19,2393,15,7,7,3,13,13,13,7,10,73,3,3,2,5,5,5,3,4,4,0.1,0,0,69.2,67.0,OBS,69.3,68.6,67.2,67.4
2008-12-20,2393,16,3,0,7,7,7,7,3,0,33,2,0,3,3,3,3,2,0,2,0.0,0,0,69.1,66.9,OBS,69.3,68.6,67.2,67.4
2008-12-21,2393,17,3,10,7,3,0,0,0,0,23,2,4,3,2,0,0,0,0,1,0.0,0,0,68.4,66.2,INT,69.3,68.7,67.2,67.4
2008-12-22,2393,18,0,3,0,0,3,33,23,17,80,0,2,0,0,2,18,9,6,5,0.2,1,0,67.7,65.5,OBS,69.3,68.7,67.2,67.4
2008-12-23,2393,19,23,27,17,20,20,27,30,37,200,9,12,6,7,7,12,15,22,11,0.6,3,0,68.6,66.3,OBS,69.3,68.7,67.2,67.4
2008-12-24,2393,20,27,23,17,20,10,17,20,10,143,12,9,6,7,4,6,7,4,7,0.3,1,0,69.4,67.1,OBS,69.3,68.7,67.2,67.4
2008-12-25,2393,21,3,3,0,10,20,7,17,13,73,2,2,0,4,7,3,6,5,4,0.1,0,0,69.3,67.0,OBS,69.3,68.8,67.2,67.4
2008-12-26,2393,22,17,3,0,0,3,3,7,7,40,6,2,0,0,2,2,3,3,2,0.0,0,0,69.2,67.0,OBS,69.3,68.8,67.2,67.3
2008-12-27,2393,23,13,0,0,0,3,3,3,7,30,5,0,0,0,2,2,2,3,2,0.0,0,0,69.4,67.1,OBS,69.3,68.8,67.2,67.4
2008-12-28,2393,24,10,0,3,7,3,7,3,3,37,4,0,2,3,2,3,2,2,2,0.0,0,0,69.8,67.5,OBS,69.3,68.8,67.2,67.4
2008-12-29,2393,25,3,0,0,3,0,3,0,3,13,2,0,0,2,0,2,0,2,1,0.0,0,0,69.8,67.5,OBS,69.4,68.8,67.2,67.3
2008-12-30,2393,26,0,0,0,0,0,0,3,10,13,0,0,0,0,0,0,2,4,1,0.0,0,0,68.5,66.3,OBS,69.4,68.8,67.3,67.3
2008-12-31,2393,27,30,33,30,33,23,23,27,23,223,15,18,15,18,9,9,12,9,13,0.8,4,0,69.3,67.0,OBS,69.4,68.8,67.3,67.3
